2,188078932361035012e+00
5,785452635748510319e-01
7,618897873622133554e-01
-6,697856590307540436e-01
7,565628111730255956e-01
8,412326058142126639e-01
6,404614978889084931e-01
5,029642878435487408e-01
1,409195109160183534e+00
6,968747321841308739e-01
6,946535739724165603e-01
1,015259621754975194e+00
7,600191173391844801e-01
2,814913531128129809e-01
3,002677752213237516e-01
3,796746377888882695e-01
1,153021803602634954e+00
1,595199243833380354e-01
1,303263888509541335e+00
1,507788184610757143e-01
6,985514957902726474e-01
-1,321422770228753985e+00
1,423484655046523273e-01
8,954441701726582048e-01
-8,856023273948822050e-01
-8,533367304911977647e-02
1,397657870623864040e+00
-7,943646315632973964e-01
1,594668530613027047e-01
2,040615631883649014e-02
7,330000183870594155e-01
7,806769787977329011e-01
-4,399200247398951658e-01
8,866550024937079888e-01
1,014768527141039156e+00
9,721496993053736768e-02
5,476955995739442029e-01
4,628247755789304252e-01
-8,349041699759625068e-01
4,438340539499498194e-02
-6,342832684846502200e-01
-5,563712234039122073e-01
1,812833444336604982e+00
1,487195609346544378e+00
1,895191372591346513e+00
1,880070785770248665e-01
1,239080559162283324e+00
1,561526234452091710e+00
1,289163682476824890e+00
8,358714750220859191e-01
4,485633149821690591e-01
2,717760112466889755e+00
1,604908264897840553e+00
1,912246003131359950e+00
-1,155888097699764860e-01
2,525655402561111651e-01
-1,266940864629230723e-01
-1,300998633139371696e+00
-8,118490281777206441e-01
8,421888448848701136e-01
9,018155431278420675e-01
-1,901648365198131962e-01
1,978740594710222567e+00
-2,092528688279264304e-01
1,621551355315648424e+00
-1,562377933279456066e+00
1,899918148833288800e+00
2,590696130121942775e-01
1,205420806046315407e+00
2,316621128016223885e+00
-8,744633611338754886e-02
-8,156396337769581395e-01
7,078345529022569971e-02
-9,549881926763319484e-01
-7,216432792432424526e-01
-4,827161145879598214e-01
2,821179317463740066e-01
7,417707651236790656e-02
-3,555820163834242376e-01
-2,695796340165137472e-01
1,987976435761553695e+00
1,935145821150875856e+00
1,304330813399114275e+00
1,514057762367493565e+00
7,887529433556914604e-01
5,039727098066747457e-01
1,045141888413828046e-02
2,129278076760879657e+00
4,919989310818839723e-01
6,843675519571801313e-01
1,010981228146146521e-01
-1,473586400819121955e+00
-5,811575383108683601e-01
8,529200775325142259e-02
-7,859168331897863347e-01
1,365066711557714196e-01
-7,487873755907603623e-01
-5,091744847255086359e-01
-8,777902736849370058e-01
7,899566391517690578e-01
-1,455834649142357273e+00
-7,666839610992545184e-01
-1,981081355380245101e+00
-1,318469976266369859e-01
-1,499770903374545217e+00
7,846496340251961354e-02
-1,721391887679274424e-01
-1,546599540244170345e+00
6,278659659768490720e-01
8,817108520091472557e-02
1,134196929595578496e+00
2,730536545897234380e+00
-1,460636254224394026e+00
1,487590815498368135e+00
9,481147497827040471e-01
