-1,834319649517239161e-06
-2,209029173992473622e-05
-1,092776003080303029e-05
-1,397691816216505664e-05
-1,331407023051695007e-05
-2,138005241150274193e-05
-2,016037602622374904e-05
-2,100307467944664627e-05
-1,328613384368391112e-05
-2,315901381365590729e-05
-1,768809027263371910e-05
-1,481229542127005089e-05
-1,841548857147404141e-05
-2,554224748811064315e-05
-2,135706213098532939e-05
-2,561776127639645663e-05
-1,380728464706912618e-05
-2,452078372044981362e-05
-1,283592569841245681e-05
-1,767792780815993829e-05
-1,707172335934037944e-05
-3,747566399899720705e-05
-2,339465077935594451e-05
-2,040389094383465978e-05
-3,401803958047714576e-05
-2,851568375914898849e-05
-7,099617042294864404e-06
-3,502833892784513727e-05
-2,685040620228101491e-05
-2,652525193924384152e-05
-1,507558545052550567e-05
-2,214818949140263973e-05
-3,067178748895251091e-05
-1,452378665296266908e-05
-1,605823132449115922e-05
-2,668396057549742481e-05
-2,464498862506769834e-05
-2,573570386565479700e-05
-3,225569309644776334e-05
-2,274341906114491825e-05
-3,401071565763726508e-05
-3,174451527399586143e-05
-4,337006314689743983e-06
-1,310852700149456300e-05
3,066827776703058071e-06
-2,767321881216321697e-05
-1,197035287192025431e-05
-8,416171057650624144e-06
-1,056883146716955253e-05
-1,703113243712285293e-05
-2,036669599451148915e-05
9,278103755430403183e-06
-1,045695809489874413e-05
-1,431309095197486284e-07
-2,780092277616974086e-05
-1,400730080408942770e-05
-2,720747493369123351e-05
-3,423955838637088224e-05
-2,632473473016652934e-05
1,583570594099949105e-05
-1,523031921312172861e-05
-2,688062953977742831e-05
3,157618567005837080e-06
-3,025374241725636441e-05
8,344049791259949493e-07
-2,967200807718982624e-05
2,899653214493178859e-06
3,903723916174791955e-07
-6,246148101416782671e-06
3,530961567249605465e-05
3,250360715812729115e-06
-2,939315729388420758e-05
5,019216186752342502e-06
-2,730957155006235321e-05
-2,098418264259706517e-05
-2,164665320697543009e-05
-1,877941632422056533e-05
-1,911725510776678992e-05
-1,881883521424102511e-05
-2,778701423060830629e-05
-2,659673929149923671e-07
-2,268651066614159163e-06
-1,720571883387500483e-06
-5,969717287919828145e-06
-3,513951732637041594e-06
-2,340297016340484669e-05
-2,359654845683344205e-05
2,119561988490596495e-05
-6,823333420558508180e-06
-1,810500286006882405e-05
-3,423799314850646806e-06
-1,700492793742558369e-05
-2,744507729540480672e-05
-9,815171129516172397e-07
-1,920947699819707688e-05
-1,828601671560237647e-05
-1,158161188266512914e-05
-1,417305059087969242e-05
-3,667898080190900777e-06
-8,927618245331558222e-06
-2,539629809569852840e-05
-1,733680331309910309e-05
-3,259298879133912659e-05
-2,388036313094255028e-05
-3,258078206963109790e-05
-2,178250315430428519e-05
