9,682037950622032763e-02
3,051246277585587530e-01
-2,088867698643592785e-02
3,185040022959690020e+00
5,401835029762075413e-01
-8,844203992233600209e-01
6,277753145206447227e-01
-7,995366168773342386e-01
-6,763709689673229608e-01
-1,107657558772630502e+00
2,480108741976373654e+00
-1,339350996047228570e-01
-9,470838903133583786e-01
4,094225458821109664e-01
1,370965615525485681e+00
-2,592271826076625318e-01
4,582830102257671734e-01
8,743902021845764150e-01
-2,494984509025089114e-01
1,267176237181690257e-01
5,509258747824219427e-01
1,129000740002600978e+00
-2,829284013550519283e-01
-1,552415382081570316e-01
8,390717899220753173e-01
-2,558621591617126212e-01
-3,143144722015996928e-01
-6,156670984824992310e-01
1,811499957223063895e+00
1,432773899157759045e-01
7,776394833300348530e-01
5,766530691119967633e-01
5,606166423809250121e-01
1,231624997017082501e+00
-8,911970685003085813e-02
1,355037939175814943e-01
-1,215135494053807053e+00
-1,703312418053680055e+00
-2,450003679302655557e-01
6,004284145567159170e-01
1,057857989213650596e+00
-1,798590095635496655e-01
-7,267850831100788889e-02
1,231430301724245092e-02
2,789170892879435648e-01
4,221769743400040631e-01
1,616381265348554863e-01
4,623703019342064180e-01
1,268684553363738088e-01
7,320791936642294662e-01
-3,221908012459101522e-02
5,995706809098072521e-01
-1,408498051495736592e+00
-7,930243675588977137e-01
5,152281048684146381e-01
-1,986099574540580170e-01
-6,686674418953543197e-01
2,556443288690049886e+00
1,373050440934935335e+00
1,703413517442513792e+00
-9,135335329348841515e-01
6,401364452364153301e-01
-9,813887298096232170e-01
-2,831432803660239861e-01
2,025425450546912420e-01
3,897375313267297248e+00
-2,409662099968191473e+00
-9,851465584315928226e-01
-3,681257123986694246e-01
1,294800696193763923e+00
1,332086759963781786e+00
3,768499909768425193e-01
2,935271578896316846e-01
1,130033440303956471e+00
1,044106019588434631e+00
1,196349924154051170e+00
8,111178258726202683e-01
6,198597806712836666e-01
1,056162471597707153e+00
2,380678382759622735e+00
-1,404127508648672640e+00
-6,787818282866772135e-01
-9,529933206854217520e-01
1,603797869841506740e+00
1,673326695970507982e+00
-4,354949555111312098e-01
5,026080427928192762e+00
1,509716728040821465e+00
6,157341466129655494e-01
-4,549544799377960858e-01
-3,735338252873217080e-01
3,298379604767480155e-01
6,543102770931163992e-01
-4,856717103134211566e-01
-5,931934847973936442e-01
1,393065780398316189e+00
-9,363380272987510411e-01
7,900848233609520932e-01
-3,201189835336938905e-01
-5,426268325916350221e-02
1,277064418235766663e+00
2,991244840687375284e+00
2,227437519897133456e+00
9,485702724825463283e-01
1,994208479208348761e+00
6,055267974109609375e-01
-3,821431892171024969e-01
1,105260823384042190e+00
9,083015955444384559e-01
9,485104550630552023e-01
6,468289769844584036e-01
1,123221542020350489e-01
